URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
blackassign0012,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,97,25,0.5901639295888202,0.058937198039160775,24.642857142857142,52.65700483091788,30.919944789510012,24.642857142857142,1090,2070,1.9782608695652173,4,5.188888888888889
blackassign0013,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,50,14,0.5624999912109376,0.07264472182446684,30.379310344827587,52.09988649262202,32.99167873497984,30.379310344827587,459,881,1.9602724177071509,5,5.2474460839954595
blackassign0014,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,34,28,0.09677419198751304,0.04329608935524016,19.616438356164384,49.650837988826815,27.70691053799648,19.616438356164384,711,1432,1.7751396648044693,5,4.951815642458101
blackassign0015,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,52,28,0.29999999625000007,0.05040957778802169,24.796875,52.74102079395085,31.015158317580344,24.796875,837,1587,1.8657844990548205,9,5.1367359798361685
blackassign0016,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,52,28,0.29999999625000007,0.05040957778802169,24.796875,52.74102079395085,31.015158317580344,24.796875,837,1587,1.8657844990548205,9,5.1367359798361685
blackassign0017,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,57,13,0.6285714195918369,0.048043925842111236,21.746268656716417,51.47563486616335,29.288761409151903,21.746268656716417,750,1457,1.821551132463967,5,5.085792724776939
blackassign0018,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,52,11,0.650793640463593,0.04402515720193909,29.20408163265306,50.10482180293501,31.723561374235228,29.20408163265306,717,1431,1.8504542278127183,3,5.10062893081761
blackassign0019,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,79,7,0.8372092925905896,0.04014939307182568,21.636363636363637,48.22595704948646,27.94492827434004,21.636363636363637,1033,2142,1.7637721755368814,7,4.877217553688142
blackassign0020,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,18,1,0.8947367950138528,0.023284313696955498,28.137931034482758,45.46568627450981,29.441446923597027,28.137931034482758,371,816,1.6887254901960784,3,4.801470588235294
blackassign0021,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,37,47,-0.1190476176303855,0.06056236477248567,25.685185185185187,52.34318673395818,31.21134876765735,25.685185185185187,726,1387,1.881038211968277,8,5.1110310021629415
blackassign0022,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,24,11,0.37142856081632686,0.05094614257504201,22.161290322580644,45.99708879184862,27.263351645771706,22.161290322580644,316,687,1.7438136826783115,7,4.908296943231441
blackassign0023,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,53,16,0.5362318762864946,0.03956422016080033,25.647058823529413,47.64908256880734,29.318456556934702,25.647058823529413,831,1744,1.7408256880733946,9,4.739105504587156
blackassign0024,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,34,4,0.7894736634349037,0.04460093891478763,34.08,48.708920187793424,33.11556807511737,34.08,415,852,1.7605633802816902,3,5.005868544600939
blackassign0025,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,32,12,0.4545454442148763,0.03181489513245488,46.1,44.61315979754158,36.285263919016636,46.1,617,1383,1.579175704989154,8,4.559652928416486
blackassign0026,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,38,15,0.43396225596297633,0.043019480484562105,27.377777777777776,48.9448051948052,30.529033189033193,27.377777777777776,603,1232,1.7313311688311688,3,4.875811688311688
blackassign0027,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,52,27,0.3164556921967634,0.04663518297128973,29.719298245614034,45.15938606847698,29.951473725636404,29.719298245614034,765,1694,1.6180637544273908,29,4.461038961038961
blackassign0028,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,50,27,0.2987012948220611,0.05227427016138882,34.25581395348837,48.54039375424304,33.11848308309256,34.25581395348837,715,1473,1.7725729803122878,11,4.955193482688391
blackassign0029,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,88,35,0.4308943054398837,0.05530575537081576,27.8,52.69784172661871,32.199136690647485,27.8,1172,2224,1.8988309352517985,3,5.20728417266187
blackassign0030,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,80,39,0.3445378122307747,0.06390977440176704,22.166666666666668,42.42749731471536,25.83766559255281,22.166666666666668,790,1862,1.6079484425349087,8,4.457572502685284
blackassign0031,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,82,39,0.3553718978894885,0.056754221361747556,23.95505617977528,50.37523452157598,29.732116280540506,23.95505617977528,1074,2132,1.849437148217636,5,4.977016885553471
blackassign0032,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,88,28,0.5172413748513675,0.058087130666956865,20.802083333333332,45.31797696544817,26.4480241195126,20.802083333333332,905,1997,1.657486229344016,20,4.559339008512769
blackassign0033,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,75,26,0.48514851004803455,0.04682429297782833,26.62962962962963,45.8970792767733,29.010683562561173,26.62962962962963,990,2157,1.682892906815021,18,4.694019471488178
blackassign0034,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,64,24,0.45454544938016533,0.0535279805027202,27.4,47.01946472019465,29.767785888077857,27.4,773,1644,1.6739659367396593,23,4.630170316301703
blackassign0035,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,37,13,0.47999999040000024,0.04703668857287235,21.693877551020407,46.94261523988711,27.454597116363004,21.693877551020407,499,1063,1.7102539981185325,9,4.780809031044215
blackassign0036,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,9,2,0.636363578512402,0.04471544697270143,41.0,53.2520325203252,37.70081300813008,41.0,131,246,1.8699186991869918,2,5.479674796747967
blackassign0037,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,53,14,0.5820895435509024,0.06549364607478626,25.575,48.7781036168133,29.741241446725322,25.575,499,1023,1.672531769305963,4,4.637341153470186
blackassign0038,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,89,42,0.35877862321543036,0.049658832430000445,31.03529411764706,46.512509476876424,31.019121437809396,31.03529411764706,1227,2638,1.698256254738438,13,4.603108415466262
blackassign0039,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,66,64,0.01538461526627219,0.05293159606965326,26.127659574468087,48.24918566775244,29.750738096888213,26.127659574468087,1185,2456,1.636400651465798,2,4.518322475570033
blackassign0040,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,55,23,0.4102564049967128,0.05134957205309442,24.5,52.00789993416721,30.603159973666887,24.5,790,1519,1.8874259381171823,12,5.117840684660961
blackassign0041,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,51,30,0.25925925605852773,0.04960195955321374,19.211764705882352,44.45805266380894,25.46792694787652,19.211764705882352,726,1633,1.6558481322718923,8,4.622167789344764
blackassign0042,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,81,25,0.5283018818084728,0.05247524749877463,31.076923076923077,44.40594059405941,30.193145468392995,31.076923076923077,897,2020,1.7133663366336633,24,4.637623762376237
blackassign0043,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,83,23,0.566037730509078,0.05340050375143551,23.352941176470587,45.4911838790932,27.537650022225513,23.352941176470587,903,1985,1.7042821158690176,13,4.709319899244332
blackassign0044,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,37,1,0.9473683961218844,0.04804045505936731,30.423076923076923,50.821744627054365,32.49792862005252,30.423076923076923,402,791,1.8786346396965865,2,5.154235145385588
blackassign0045,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,112,40,0.4736842074099723,0.07190160829143727,162.6153846153846,45.6480605487228,83.30537806564297,162.6153846153846,965,2114,1.7521286660359507,18,4.705771050141911
blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,36,1,0.94594592037984,0.03441860461914548,21.5,49.76744186046512,28.506976744186048,21.5,535,1075,1.756279069767442,2,4.832558139534884
blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,24,7,0.5483870790842877,0.02992277989389693,23.022222222222222,49.034749034749034,28.8227885027885,23.022222222222222,508,1036,1.806949806949807,3,5.033783783783784
blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,11,4,0.46666663555555765,0.03529411756401384,38.63636363636363,49.88235294117647,35.40748663101604,38.63636363636363,212,425,1.8188235294117647,4,5.261176470588235
blackassign0049,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,9,2,0.636363578512402,0.04471544697270143,41.0,53.2520325203252,37.70081300813008,41.0,131,246,1.8699186991869918,2,5.479674796747967
blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,44,70,-0.22807017343798094,0.06514285710563265,29.166666666666668,50.28571428571429,31.780952380952385,29.166666666666668,880,1750,1.788,4,4.814857142857143
blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,30,16,0.3043478194706996,0.04483430794850457,31.09090909090909,45.808966861598435,30.759950381003012,31.09090909090909,470,1026,1.6988304093567252,6,4.804093567251462
blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,81,39,0.34999999708333335,0.05095541399110174,20.657894736842106,44.925690021231425,26.23343390322941,20.657894736842106,1058,2355,1.664543524416136,12,4.529087048832272
blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,62,4,0.8787878654729112,0.0683229812957319,20.125,46.68737060041408,26.724948240165634,20.125,451,966,1.7546583850931676,6,4.866459627329193
blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,18,2,0.799999960000002,0.03129890448936009,30.428571428571427,52.26917057902973,33.079096803040464,30.428571428571427,334,639,1.7918622848200314,2,4.949921752738654
blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,36,9,0.599999986666667,0.03961267602146771,29.128205128205128,45.86267605633803,29.996352473817264,29.128205128205128,521,1136,1.670774647887324,6,4.630281690140845
blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,23,9,0.4374999863281255,0.04188481669910364,31.833333333333332,49.08376963350785,32.36684118673647,31.833333333333332,375,764,1.781413612565445,3,4.994764397905759
blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,28,9,0.5135134996347703,0.05614567518035558,20.59375,49.77238239757208,28.14645295902883,20.59375,328,659,1.8133535660091047,2,4.977238239757208
blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,15,1,0.8749999453125034,0.03980099492586817,26.8,52.23880597014925,31.615522388059702,26.8,210,402,1.8681592039800996,3,5.313432835820896
blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,36,37,-0.013698629949333838,0.06228668936664958,19.533333333333335,45.477815699658706,26.004459613196815,19.533333333333335,533,1172,1.6168941979522184,21,4.436860068259386
blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,20,3,0.7391304026465042,0.05373831763145253,30.571428571428573,52.10280373831776,33.069692923898536,30.571428571428573,223,428,1.780373831775701,3,4.992990654205608
blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,48,12,0.5999999900000001,0.060851926915971674,27.38888888888889,53.34685598377283,32.294297949064685,27.38888888888889,526,986,1.9178498985801218,2,5.205882352941177
blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,11,8,0.15789472853185638,0.04846938763145565,43.55555555555556,49.744897959183675,37.320181405895696,43.55555555555556,195,392,1.7729591836734695,6,5.0688775510204085
blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,18,26,-0.18181817768595052,0.06907378325106156,24.5,48.97959183673469,29.391836734693882,24.5,312,637,1.7331240188383046,8,4.777080062794348
blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,42,50,-0.08695652079395086,0.041894353350685636,28.153846153846153,47.58652094717669,30.296146840409136,28.153846153846153,1045,2196,1.789617486338798,17,4.86976320582878
blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,67,24,0.472527467334863,0.04278326279135719,29.136986301369863,44.71086036671368,29.53913866723342,29.136986301369863,951,2127,1.6746591443347438,20,4.551951104842501
blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,57,27,0.35714285289115655,0.04435058075799864,22.023255813953487,43.55860612460401,26.232744775423,22.023255813953487,825,1894,1.6235480464625132,20,4.493664202745512
blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,35,8,0.6279069621416986,0.0359231411562881,18.136363636363637,38.26232247284879,22.55947444368497,18.136363636363637,458,1197,1.5822890559732665,3,4.396825396825397
blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,61,9,0.7428571322448981,0.03810560694713903,26.6231884057971,39.62983124659771,26.501207860957926,26.6231884057971,728,1837,1.547632008709853,6,4.273816004354926
blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,45,7,0.7307692167159766,0.06924101189182288,37.55,47.003994673768304,33.82159786950732,37.55,353,751,1.74034620505992,10,4.659121171770972
blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,58,17,0.5466666593777779,0.03714710250760421,27.283783783783782,46.26052501238237,29.41772351846646,27.283783783783782,934,2019,1.7399702823179792,10,4.767706785537395
blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,43,72,-0.25217391085066165,0.0833937635363352,17.02469135802469,46.410442349528644,25.374053483021335,17.02469135802469,640,1379,1.6526468455402465,15,4.4300217548948515
blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,83,23,0.566037730509078,0.06755895470518868,18.678571428571427,40.8540471637986,23.81304743694801,18.678571428571427,641,1569,1.554493307839388,7,4.337157425111536
blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,32,35,-0.044776118734684796,0.04951958606835211,28.1875,46.7110125646711,29.959405025868445,28.1875,632,1353,1.598669623059867,5,4.626755358462676
blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,39,24,0.23809523431594867,0.04291553130591585,22.584615384615386,48.43324250681199,28.407143156570953,22.584615384615386,711,1468,1.7534059945504088,10,4.82425068119891
blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,43,76,-0.277310922039404,0.0848182465539428,18.22077922077922,46.54312188168211,25.905560440984534,18.22077922077922,653,1403,1.66143977191732,17,4.458303635067712
blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,35,11,0.5217391190926278,0.04698672109602991,28.794117647058822,43.92236976506639,29.08659496485009,28.794117647058822,430,979,1.6578140960163432,7,4.681307456588356
blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,18,7,0.4399999824000007,0.045126353709158205,36.93333333333333,48.91696750902527,34.340120336943436,36.93333333333333,271,554,1.7509025270758123,2,4.958483754512636
blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,36,19,0.3090909034710745,0.0525310410195501,36.10344827586207,50.04775549188156,34.46048150709745,36.10344827586207,524,1047,1.7889207258834765,2,5.0019102196752625
blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,38,34,0.05555555478395063,0.044887780520643523,26.295081967213115,47.56857855361596,29.54546420833163,26.295081967213115,763,1604,1.6982543640897756,8,4.723192019950124
blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,47,12,0.593220328928469,0.014057660230150664,21.09045226130653,40.100071479628305,24.476209496373937,21.09045226130653,1683,4197,1.4629497259947581,4,4.427448177269478
blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,49,54,-0.048543688849090404,0.048130841099004285,24.597701149425287,48.87850467289719,29.390482328928996,24.597701149425287,1046,2140,1.7308411214953272,14,4.709345794392523
blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,39,63,-0.23529411534025377,0.054284193691173925,29.359375,52.31506120276743,32.66977448110697,29.359375,983,1879,1.8669505055880788,2,5.058541777541246
blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,14,2,0.7499999531250029,0.04081632642648896,35.63636363636363,50.0,34.25454545454545,35.63636363636363,196,392,1.7551020408163265,4,4.997448979591836
blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,48,5,0.8113207394090427,0.04344262291521096,28.372093023255815,47.868852459016395,30.496378192908885,28.372093023255815,584,1220,1.637704918032787,4,4.55
blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,58,34,0.2608695623818526,0.04101649574631454,18.088709677419356,43.46856888096299,24.622911423352942,18.088709677419356,975,2243,1.6879179670084707,8,4.619705751226037
blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,68,16,0.6190476116780046,0.039289055173391464,22.50526315789474,45.182413470533206,27.075070651371178,22.50526315789474,966,2138,1.6510757717492983,7,4.585594013096352
blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,47,34,0.16049382517908858,0.057446808469895874,27.647058823529413,46.73758865248227,29.753858990404673,27.647058823529413,659,1410,1.721985815602837,5,4.7368794326241135
blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,27,45,-0.24999999652777782,0.03389830506878611,32.676923076923075,46.7984934086629,31.790166594234393,32.676923076923075,994,2124,1.7170433145009416,3,4.926082862523541
blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,28,43,-0.2112676026582028,0.054615384573372776,25.0,47.84615384615385,29.138461538461538,25.0,622,1300,1.716923076923077,5,4.763076923076923
blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,52,48,0.0399999996,0.06381620927644147,20.08974358974359,45.564773452456926,26.26180681688021,20.08974358974359,714,1567,1.7128270580727505,39,4.592852584556478
blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,39,29,0.14705882136678206,0.04874551967831862,33.214285714285715,47.52688172043011,32.29646697388633,33.214285714285715,663,1395,1.7799283154121863,14,4.869534050179212
blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,34,42,-0.10526315650969531,0.04801010736070113,26.383333333333333,44.788376500315856,28.468683933459676,26.383333333333333,709,1583,1.6759317751105496,5,4.8294377763739735
blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,15,4,0.5789473379501401,0.043378995334751154,31.285714285714285,48.401826484018265,31.87501630789302,31.285714285714285,212,438,1.7237442922374429,4,4.892694063926941
blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,43,50,-0.07526881639495897,0.06171201057616986,22.492537313432837,45.85268745852687,27.338089908783886,22.492537313432837,691,1507,1.6642335766423357,15,4.566688785666888
blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,22,26,-0.08333333159722227,0.050739957663065584,24.256410256410255,47.35729386892177,28.64548165013281,24.256410256410255,448,946,1.6511627906976745,6,4.75369978858351
blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,40,58,-0.18367346751353605,0.06815020857569526,26.62962962962963,49.58275382475661,30.484953381754497,26.62962962962963,713,1438,1.829624478442281,4,5.043810848400557
blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,42,36,0.07692307593688365,0.0546601261004484,33.976190476190474,43.02733006306937,30.801408215703944,33.976190476190474,614,1427,1.6503153468815697,8,4.505255781359495
blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,10,1,0.8181817438016598,0.027918781655028473,43.77777777777778,51.01522842639594,37.91720248166949,43.77777777777778,201,394,1.7766497461928934,2,5.2055837563451774
blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,33,4,0.7837837626004389,0.04447115379270294,26.0,47.23557692307692,29.29423076923077,26.0,393,832,1.6225961538461537,6,4.689903846153846
blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,44,56,-0.11999999880000002,0.07917656367444452,37.14705882352941,49.01029295328583,34.462940710726095,37.14705882352941,619,1263,1.7664291369754552,5,4.89311163895487
